X	Y
649,893284051162	4,83291009111137
650,375400730726	4,84147917060599
650,857517410289	4,8505731129291
651,339634089852	4,8593788231068
651,821750769415	4,86811643713274
652,303867448978	4,87736919749942
652,785984128541	4,8873983692699
653,268100808105	4,89777943025977
653,750217487668	4,90764116440085
654,232334167231	4,91622979927565
654,714450846794	4,92351884282573
655,196567526357	4,93029178539813
655,67868420592	4,9377682025677
656,160800885484	4,94683379991683
656,642917565047	4,95764581341467
657,12503424461	4,96966902213652
657,607150924173	4,98232815491214
658,089267603736	4,99567742201596
658,5713842833	5,01076349189746
659,053500962863	5,02909851126849
659,535617642426	5,05190614133621
660,017734321989	5,07919840425431
660,499851001552	5,10976949624918
660,981967681115	5,14188219324936
661,464084360679	5,1745340848763
661,946201040242	5,20784670071188
662,428317719805	5,24182541129527
662,910434399368	5,27355968009621
663,392551078931	5,29394414628764
663,874667758495	5,28479115364948
664,356784438058	5,22242609268285
664,838901117621	5,08271257042116
665,321017797184	4,8505369033148
665,803134476747	4,52996974995151
666,28525115631	4,14978306371958
666,767367835874	3,76288405156555
667,249484515437	3,43104276516981
667,731601195	3,21565753007543
668,213717874563	3,15764952407674
668,695834554126	3,26559268518419
669,177951233689	3,51441174442479
669,660067913253	3,85221525401482
670,142184592816	4,218958298112
670,624301272379	4,55662422545344
671,106417951942	4,82714619084425
671,588534631505	5,01667423530962
672,070651311069	5,13177991027266
672,552767990632	5,19137610827805
673,034884670195	5,21667558385087
673,517001349758	5,22509229546056
673,999118029321	5,22577261147838
674,481234708884	5,2219154983145
674,963351388448	5,21410338282681
675,445468068011	5,20322333515559
675,927584747574	5,1917654171676
676,409701427137	5,1829795133942
676,8918181067	5,17889919017885
677,373934786263	5,17935064343278
677,856051465827	5,18204141244288
678,33816814539	5,1843020384581
678,820284824953	5,18463985586878
679,302401504516	5,18390327432061
679,784518184079	5,18461526303983
680,266634863642	5,18962827283661
680,748751543206	5,20018892374911
681,230868222769	5,21526587606372
681,712984902332	5,23201312572937
682,195101581895	5,24754638143514
682,677218261458	5,26051010675578
683,159334941022	5,2717647901469
683,641451620585	5,28369133960354
684,123568300148	5,29866417129114
684,605684979711	5,31743872403669
685,087801659274	5,33854951032446
685,569918338838	5,35893443653931
686,052035018401	5,37560713484936
686,534151697964	5,38749322989601
687,016268377527	5,39603841146682
687,49838505709	5,40473971174496
687,980501736653	5,41725205154514
688,462618416217	5,43603330093636
688,94473509578	5,46111714474218
689,426851775343	5,49054899716505
689,908968454906	5,52144725951548
690,391085134469	5,55166797559421
690,873201814032	5,58060471550947
691,355318493596	5,60899672189877
691,837435173159	5,63797152241225
692,319551852722	5,66793423640394
692,801668532285	5,6980208377547
693,283785211848	5,72654648454499
693,765901891411	5,75193248195047
694,248018570975	5,77376876387152
694,730135250538	5,79314417735935
695,212251930101	5,81218985039329
695,694368609664	5,83294192329385
696,176485289227	5,85615716869774
696,658601968791	5,88101426556472
697,140718648354	5,90557365543189
697,622835327917	5,9280345066491
698,10495200748	5,94762332798904
698,587068687043	5,96511252829195
699,069185366606	5,98215886452961
699,55130204617	6,00036237796074
700,033418725733	6,0200873676065
700,515535405296	6,04022294754481
700,997652084859	6,0586473438481
701,479768764422	6,07351478744035
701,961885443985	6,08426450831611
702,444002123549	6,09202916365701
702,926118803112	6,09899823141156
703,408235482675	6,10738431583874
703,890352162238	6,11833886125936
704,372468841801	6,13149127840525
704,854585521365	6,14542016167603
705,336702200928	6,15866128635266
705,818818880491	6,1707371826017
706,300935560054	6,18242131645373
706,783052239617	6,1952518552808
707,26516891918	6,21039460353304
707,747285598744	6,22781910639822
708,229402278307	6,24595255934717
708,71151895787	6,26246197117223
709,193635637433	6,27518497389379
709,675752316996	6,28339939303656
710,15786899656	6,28804954099622
710,639985676123	6,29129645202924
711,122102355686	6,29522774348052
711,604219035249	6,30082697274009
712,086335714812	6,30754366843851
712,568452394375	6,31378993642045
713,050569073939	6,31793919605127
713,532685753502	6,3193379369286
714,014802433065	6,31865993177124
714,496919112628	6,31739171630122
714,979035792191	6,31668540615351
715,461152471754	6,31629370536144
715,943269151318	6,31420114386966
716,425385830881	6,30727048131192
716,907502510444	6,29285408989864
717,389619190007	6,27002722213088
717,87173586957	6,24066398076809
718,353852549134	6,20893332795332
718,835969228697	6,18061584193412
719,31808590826	6,16103809247158
719,800202587823	6,15369529426518
720,282319267386	6,15980711226003
720,764435946949	6,17823274499601
721,246552626513	6,20626198974438
721,728669306076	6,24021949752645
722,210785985639	6,27648214972317
722,692902665202	6,31160003965917
723,175019344765	6,34251092273177
723,657136024328	6,36709050494402
724,139252703892	6,38423925905
724,621369383455	6,39428446070674
725,103486063018	6,39880025352177
725,585602742581	6,40027069542703
726,067719422144	6,40116488114768
726,549836101707	6,40297492243471
727,031952781271	6,40594439992432
727,514069460834	6,40916675043263
727,996186140397	6,411448984985
728,47830281996	6,41215278923587
728,960419499523	6,41186765763018
729,442536179087	6,41222712432873
729,92465285865	6,4152997241376
730,406769538213	6,42241082574348
730,888886217776	6,43350260171205
731,371002897339	6,44704677838066
731,853119576902	6,46084185139306
732,335236256466	6,47299479193989
732,817352936029	6,48271934050158
733,299469615592	6,4905674104389
733,781586295155	6,49790007144169
734,263702974718	6,50597187231103
734,745819654281	6,51510356297199
735,227936333845	6,52452003480572
735,710053013408	6,53278199363314
736,192169692971	6,538724606806
736,674286372534	6,54204450138752
737,156403052097	6,54356919281542
737,638519731661	6,54470554085731
738,120636411224	6,54678040878532
738,602753090787	6,5502611246243
739,08486977035	6,55466659824584
739,566986449913	6,55896620874494
740,049103129476	6,56238641717339
740,53121980904	6,56495614736821
741,013336488603	6,56759900801301
741,495453168166	6,57155103109729
741,977569847729	6,57764913897924
742,459686527292	6,58572797346538
742,941803206856	6,59467032963275
743,423919886419	6,60290760300277
743,906036565982	6,60929762910926
744,388153245545	6,61375220930987
744,870269925108	6,61724005215894
745,352386604671	6,62120948007244
745,834503284235	6,62664840515864
746,316619963798	6,63356233389107
746,798736643361	6,64087771959788
747,280853322924	6,64714871060472
747,762970002487	6,65130452395642
748,24508668205	6,6534029589617
748,727203361614	6,65457026651865
749,209320041177	6,65647781697395
749,69143672074	6,66030322299461
750,173553400303	6,66611818795821
750,655670079866	6,67280275630849
751,13778675943	6,67875735061268
751,619903438993	6,68275964049211
752,102020118556	6,68470499588465
752,584136798119	6,68564588031976
753,066253477682	6,68725046187644
753,548370157245	6,69083221378098
754,030486836809	6,69657510060306
754,512603516372	6,70344404254225
754,994720195935	6,70976735835464
755,476836875498	6,71425962649416
755,958953555061	6,71663845375143
756,441070234624	6,71787230644726
756,923186914188	6,71952796536244
757,405303593751	6,72300244073266
757,887420273314	6,72863304303403
758,369536952877	6,73559387382787
758,85165363244	6,74230941994813
759,333770312003	6,74743235839074
759,815886991567	6,75052928457526
760,29800367113	6,7522799031488
760,780120350693	6,75397011221671
761,262237030256	6,75673331870626
761,744353709819	6,76084260931291
762,226470389383	6,76558382737195
762,708587068946	6,76967828826243
763,190703748509	6,77210342922102
763,672820428072	6,77276627059631
764,154937107635	6,77259473969349
764,637053787199	6,77304911845015
765,119170466762	6,77521271931524
765,601287146325	6,77923611337975
766,083403825888	6,7841444868958
766,565520505451	6,78844794885862
767,047637185014	6,79083967730251
767,529753864578	6,79100923405893
768,011870544141	6,78971869917825
768,493987223704	6,78841341958999
768,976103903267	6,78832086763317
769,45822058283	6,78983448997255
769,940337262393	6,79233989155626
770,422453941957	6,79469131614984
770,90457062152	6,7958900200745
771,386687301083	6,79569715561768
771,868803980646	6,79471059997352
772,350920660209	6,79394189642939
772,833037339773	6,79408044473779
773,315154019336	6,79496979878998
773,797270698899	6,79560224009144
774,279387378462	6,79467901010688
774,761504058025	6,79145507540284
775,243620737588	6,78621717820545
775,725737417152	6,78029215945097
776,207854096715	6,77531439961347
776,689970776278	6,77248285532898
777,172087455841	6,7717863411559
777,654204135404	6,77205689544512
778,136320814967	6,77152326012861
778,618437494531	6,76882757284007
779,100554174094	6,76369049702852
779,582670853657	6,75705009219138
780,06478753322	6,75042789554041
780,546904212783	6,74510964368686
781,029020892346	6,7413873346488
781,51113757191	6,73844479792399
781,993254251473	6,73481156510871
782,475370931036	6,72923505263056
782,957487610599	6,72142379721562
783,439604290162	6,71214562865533
783,921720969726	6,70277903694451
784,403837649289	6,69440038307939
784,885954328852	6,68721855481895
785,368071008415	6,68036740122553
785,850187687978	6,67249052023006
786,332304367541	6,66243227207124
786,814421047105	6,6500292339299
787,296537726668	6,63616978297847
787,778654406231	6,62239918764709
788,260771085794	6,60999466420258
788,742887765357	6,59933578300477
789,225004444921	6,58974009942869
789,707121124484	6,57995647954061
790,189237804047	6,5688845615561
790,67135448361	6,55624815000195
791,153471163173	6,54272358558978
791,635587842736	6,52953544700151
792,1177045223	6,51771067461771
792,599821201863	6,50743216082026
793,081937881426	6,49795973450879
793,564054560989	6,48806629008851
794,046171240552	6,47684393208233
794,528287920115	6,46421643010107
795,010404599679	6,45108535282911
795,492521279242	6,43877706508786
795,974637958805	6,42842520853954
796,456754638368	6,42027566187702
796,938871317931	6,41368376793244
797,420987997495	6,4075200764778
797,903104677058	6,4009794192667
798,385221356621	6,3940849091876
798,867338036184	6,38775653553764
799,349454715747	6,38321705885625
799,83157139531	6,38131009532381
800,313688074874	6,38189690714915
800,795804754437	6,38392383590952
801,277921434	6,38588865825597
801,760038113563	6,38669158806566
802,242154793126	6,3862516066147
802,724271472689	6,38551989078571
803,206388152253	6,38593551910709
803,688504831816	6,38851986474365
804,170621511379	6,39335889624784
804,652738190942	6,39948352466658
805,134854870505	6,40550664642006
805,616971550068	6,41033463673679
806,099088229632	6,41391146709693
806,581204909195	6,41721346559327
807,063321588758	6,42179532303292
807,545438268321	6,42882626319618
808,027554947884	6,43848658450604
808,509671627448	6,44981927237238
808,991788307011	6,46131864800003
809,473904986574	6,47167276364282
809,956021666137	6,48047163723252
810,4381383457	6,48832965943653
810,920255025263	6,49647401299684
811,402371704827	6,50596190426951
811,88448838439	6,51701827059189
812,366605063953	6,52894870058899
812,848721743516	6,54053816681686
813,330838423079	6,55084907317998
813,812955102642	6,55968775704621
814,295071782206	6,56773830495404
814,777188461769	6,57602272382761
815,259305141332	6,58528160408552
815,741421820895	6,59537153607341
816,223538500458	6,60533887177922
816,705655180022	6,61389550877022
817,187771859585	6,62030303326759
817,669888539148	6,62488213432715
818,152005218711	6,62905738038253
818,634121898274	6,63462705723294
819,116238577838	6,64298902091307
819,598355257401	6,65442159300738
820,080471936964	6,6680155054308
820,562588616527	6,68215813311261
821,04470529609	6,69539315619327
821,526821975653	6,70719185049514
822,008938655217	6,71805223689016
822,49105533478	6,72910936038365
822,973172014343	6,74131699018448
823,455288693906	6,75490911849109
823,937405373469	6,76920993009743
824,419522053032	6,78312582213737
824,901638732596	6,79574863687059
825,383755412159	6,80698844085513
825,865872091722	6,8175860861684
826,347988771285	6,82869809418211
826,830105450848	6,84110989867523
827,312222130411	6,85475379318839
827,794338809975	6,8686464633659
828,276455489538	6,88149487606576
828,758572169101	6,89234930663557
829,240688848664	6,9011902590887
829,722805528227	6,90889348309114
830,204922207791	6,91675694999178
830,687038887354	6,92570335605241
831,169155566917	6,93573318687987
831,65127224648	6,94593464030781
832,133388926043	6,95505250317217
832,615505605606	6,96233883038356
833,09762228517	6,9680366216964
833,579738964733	6,9734054371068
834,061855644296	6,98000363758566
834,543972323859	6,98896252657547
835,026089003422	7,00022987068794
835,508205682985	7,01261598993759
835,990322362549	7,02427583661412
836,472439042112	7,03375300025539
836,954555721675	7,04059727870863
837,436672401238	7,04553811299091
837,918789080801	7,04993440264957
838,400905760365	7,05503638042117
838,883022439928	7,06130970521439
839,365139119491	7,06829558608089
839,847255799054	7,07503495304846
840,329372478617	7,08080990836488
840,81148915818	7,08570721145564
841,293605837744	7,09066553798682
841,775722517307	7,09696797002454
842,25783919687	7,10541699151551
842,739955876433	7,11585939146422
843,222072555996	7,12712761844046
843,70418923556	7,13770444218071
844,186305915123	7,14642784660522
844,668422594686	7,15322150327215
845,150539274249	7,15908057539944
845,632655953812	7,16560689826061
846,114772633375	7,17404395599451
846,596889312939	7,18468089745109
847,079005992502	7,19672170303115
847,561122672065	7,20884000629098
848,043239351628	7,21991605327108
848,525356031191	7,22970423667728
849,007472710754	7,23891214355158
849,489589390318	7,24877366871675
849,971706069881	7,2602459401027
850,453822749444	7,27339699208012
850,935939429007	7,28734284171244
851,41805610857	7,3007315729609
851,900172788134	7,3125992403542
852,382289467697	7,32285358891096
852,86440614726	7,33241370107043
853,346522826823	7,34260912403521
853,828639506386	7,35451053652781
854,310756185949	7,36821642769359
854,792872865513	7,3828587530749
855,274989545076	7,39701342765009
855,757106224639	7,40959574157623
856,239222904202	7,42040076511628
856,721339583765	7,43020443291007
857,203456263328	7,44020872970355
857,685572942892	7,45133409764221
